,date,year,month,region,country,no_of_visitor_arrivals,decade,season
9809,2006-05-01,2006,5,Europe,Belgium-luxembourg,1193,00s,Inter-monsoon (Mar-May)
9810,2006-05-01,2006,5,Europe,Switzerland,3775,00s,Inter-monsoon (Mar-May)
9811,2006-05-01,2006,5,Europe,Austria,838,00s,Inter-monsoon (Mar-May)
9812,2006-05-01,2006,5,Europe,Scandinavia,4601,00s,Inter-monsoon (Mar-May)
9813,2006-05-01,2006,5,Europe,CIS & Eastern Europe,6678,00s,Inter-monsoon (Mar-May)
9814,2006-05-01,2006,5,Americas,USA,30705,00s,Inter-monsoon (Mar-May)
9815,2006-05-01,2006,5,Americas,Canada,5905,00s,Inter-monsoon (Mar-May)
9816,2006-05-01,2006,5,Oceania,Australia,51237,00s,Inter-monsoon (Mar-May)
9817,2006-05-01,2006,5,Oceania,New Zealand,9736,00s,Inter-monsoon (Mar-May)
9819,2006-06-01,2006,6,Asia,Brunei,4859,00s,Southwest Monsoon (Jun-Sept)
9820,2006-06-01,2006,6,Asia,Indonesia,167216,00s,Southwest Monsoon (Jun-Sept)
9821,2006-06-01,2006,6,Asia,Malaysia,56325,00s,Southwest Monsoon (Jun-Sept)
9822,2006-06-01,2006,6,Asia,Philippines,29790,00s,Southwest Monsoon (Jun-Sept)
9823,2006-06-01,2006,6,Asia,Thailand,28946,00s,Southwest Monsoon (Jun-Sept)
9824,2006-06-01,2006,6,Asia,Vietnam,17513,00s,Southwest Monsoon (Jun-Sept)
9825,2006-06-01,2006,6,Asia,Myanmar,3547,00s,Southwest Monsoon (Jun-Sept)
9826,2006-06-01,2006,6,Asia,Japan,43153,00s,Southwest Monsoon (Jun-Sept)
9827,2006-06-01,2006,6,Asia,Hong Kong,23998,00s,Southwest Monsoon (Jun-Sept)
9828,2006-06-01,2006,6,Asia,"China, People's Republic Of",71213,00s,Southwest Monsoon (Jun-Sept)
9829,2006-06-01,2006,6,Asia,Taiwan,17393,00s,Southwest Monsoon (Jun-Sept)
9830,2006-06-01,2006,6,Asia,"Korea, Republic Of",36327,00s,Southwest Monsoon (Jun-Sept)
9831,2006-06-01,2006,6,Asia,India,67838,00s,Southwest Monsoon (Jun-Sept)
9832,2006-06-01,2006,6,Asia,Pakistan,2279,00s,Southwest Monsoon (Jun-Sept)
9833,2006-06-01,2006,6,Asia,"Sri Lanka, Republic Of",5811,00s,Southwest Monsoon (Jun-Sept)
9834,2006-06-01,2006,6,Asia,Saudi Arabia,812,00s,Southwest Monsoon (Jun-Sept)
9835,2006-06-01,2006,6,Asia,Kuwait,349,00s,Southwest Monsoon (Jun-Sept)
9836,2006-06-01,2006,6,Asia,United Arab Emirates,2994,00s,Southwest Monsoon (Jun-Sept)
9837,2006-06-01,2006,6,Europe,United Kingdom,26141,00s,Southwest Monsoon (Jun-Sept)
9838,2006-06-01,2006,6,Europe,Germany,9356,00s,Southwest Monsoon (Jun-Sept)
9839,2006-06-01,2006,6,Europe,France,6104,00s,Southwest Monsoon (Jun-Sept)
9840,2006-06-01,2006,6,Europe,Italy,2566,00s,Southwest Monsoon (Jun-Sept)
9841,2006-06-01,2006,6,Europe,Netherlands,4280,00s,Southwest Monsoon (Jun-Sept)
9842,2006-06-01,2006,6,Europe,Greece,630,00s,Southwest Monsoon (Jun-Sept)
9843,2006-06-01,2006,6,Europe,Belgium-luxembourg,1192,00s,Southwest Monsoon (Jun-Sept)
9844,2006-06-01,2006,6,Europe,Switzerland,2831,00s,Southwest Monsoon (Jun-Sept)
9845,2006-06-01,2006,6,Europe,Austria,799,00s,Southwest Monsoon (Jun-Sept)
9846,2006-06-01,2006,6,Europe,Scandinavia,5200,00s,Southwest Monsoon (Jun-Sept)
9847,2006-06-01,2006,6,Europe,CIS & Eastern Europe,5212,00s,Southwest Monsoon (Jun-Sept)
9848,2006-06-01,2006,6,Americas,USA,36431,00s,Southwest Monsoon (Jun-Sept)
9849,2006-06-01,2006,6,Americas,Canada,5043,00s,Southwest Monsoon (Jun-Sept)
9850,2006-06-01,2006,6,Oceania,Australia,60988,00s,Southwest Monsoon (Jun-Sept)
9851,2006-06-01,2006,6,Oceania,New Zealand,12559,00s,Southwest Monsoon (Jun-Sept)
9853,2006-07-01,2006,7,Asia,Brunei,3822,00s,Southwest Monsoon (Jun-Sept)
9854,2006-07-01,2006,7,Asia,Indonesia,192166,00s,Southwest Monsoon (Jun-Sept)
9855,2006-07-01,2006,7,Asia,Malaysia,48104,00s,Southwest Monsoon (Jun-Sept)
9856,2006-07-01,2006,7,Asia,Philippines,30567,00s,Southwest Monsoon (Jun-Sept)
9857,2006-07-01,2006,7,Asia,Thailand,29003,00s,Southwest Monsoon (Jun-Sept)
9858,2006-07-01,2006,7,Asia,Vietnam,20816,00s,Southwest Monsoon (Jun-Sept)
9859,2006-07-01,2006,7,Asia,Myanmar,4643,00s,Southwest Monsoon (Jun-Sept)
9860,2006-07-01,2006,7,Asia,Japan,52407,00s,Southwest Monsoon (Jun-Sept)
9861,2006-07-01,2006,7,Asia,Hong Kong,28265,00s,Southwest Monsoon (Jun-Sept)
9862,2006-07-01,2006,7,Asia,"China, People's Republic Of",113127,00s,Southwest Monsoon (Jun-Sept)
9863,2006-07-01,2006,7,Asia,Taiwan,27109,00s,Southwest Monsoon (Jun-Sept)
9864,2006-07-01,2006,7,Asia,"Korea, Republic Of",45685,00s,Southwest Monsoon (Jun-Sept)
9865,2006-07-01,2006,7,Asia,India,53121,00s,Southwest Monsoon (Jun-Sept)
9866,2006-07-01,2006,7,Asia,Pakistan,3320,00s,Southwest Monsoon (Jun-Sept)
9867,2006-07-01,2006,7,Asia,"Sri Lanka, Republic Of",6078,00s,Southwest Monsoon (Jun-Sept)
9868,2006-07-01,2006,7,Asia,Saudi Arabia,1785,00s,Southwest Monsoon (Jun-Sept)
9869,2006-07-01,2006,7,Asia,Kuwait,853,00s,Southwest Monsoon (Jun-Sept)
9870,2006-07-01,2006,7,Asia,United Arab Emirates,5445,00s,Southwest Monsoon (Jun-Sept)
9871,2006-07-01,2006,7,Europe,United Kingdom,34260,00s,Southwest Monsoon (Jun-Sept)
9872,2006-07-01,2006,7,Europe,Germany,11095,00s,Southwest Monsoon (Jun-Sept)
9873,2006-07-01,2006,7,Europe,France,8889,00s,Southwest Monsoon (Jun-Sept)
9874,2006-07-01,2006,7,Europe,Italy,2842,00s,Southwest Monsoon (Jun-Sept)
9875,2006-07-01,2006,7,Europe,Netherlands,7156,00s,Southwest Monsoon (Jun-Sept)
9876,2006-07-01,2006,7,Europe,Greece,1029,00s,Southwest Monsoon (Jun-Sept)
9877,2006-07-01,2006,7,Europe,Belgium-luxembourg,1729,00s,Southwest Monsoon (Jun-Sept)
9878,2006-07-01,2006,7,Europe,Switzerland,4228,00s,Southwest Monsoon (Jun-Sept)
9879,2006-07-01,2006,7,Europe,Austria,1467,00s,Southwest Monsoon (Jun-Sept)
9880,2006-07-01,2006,7,Europe,Scandinavia,6883,00s,Southwest Monsoon (Jun-Sept)
9881,2006-07-01,2006,7,Europe,CIS & Eastern Europe,6196,00s,Southwest Monsoon (Jun-Sept)
9882,2006-07-01,2006,7,Americas,USA,39092,00s,Southwest Monsoon (Jun-Sept)
9883,2006-07-01,2006,7,Americas,Canada,6967,00s,Southwest Monsoon (Jun-Sept)
9884,2006-07-01,2006,7,Oceania,Australia,66485,00s,Southwest Monsoon (Jun-Sept)
9885,2006-07-01,2006,7,Oceania,New Zealand,14742,00s,Southwest Monsoon (Jun-Sept)
9887,2006-08-01,2006,8,Asia,Brunei,3389,00s,Southwest Monsoon (Jun-Sept)
9888,2006-08-01,2006,8,Asia,Indonesia,164474,00s,Southwest Monsoon (Jun-Sept)
9889,2006-08-01,2006,8,Asia,Malaysia,51108,00s,Southwest Monsoon (Jun-Sept)
9890,2006-08-01,2006,8,Asia,Philippines,29722,00s,Southwest Monsoon (Jun-Sept)
9891,2006-08-01,2006,8,Asia,Thailand,27775,00s,Southwest Monsoon (Jun-Sept)
9892,2006-08-01,2006,8,Asia,Vietnam,17916,00s,Southwest Monsoon (Jun-Sept)
9893,2006-08-01,2006,8,Asia,Myanmar,3977,00s,Southwest Monsoon (Jun-Sept)
9894,2006-08-01,2006,8,Asia,Japan,62970,00s,Southwest Monsoon (Jun-Sept)
9895,2006-08-01,2006,8,Asia,Hong Kong,30672,00s,Southwest Monsoon (Jun-Sept)
9896,2006-08-01,2006,8,Asia,"China, People's Republic Of",103459,00s,Southwest Monsoon (Jun-Sept)
9897,2006-08-01,2006,8,Asia,Taiwan,23438,00s,Southwest Monsoon (Jun-Sept)
9898,2006-08-01,2006,8,Asia,"Korea, Republic Of",44846,00s,Southwest Monsoon (Jun-Sept)
9899,2006-08-01,2006,8,Asia,India,49536,00s,Southwest Monsoon (Jun-Sept)
9900,2006-08-01,2006,8,Asia,Pakistan,2500,00s,Southwest Monsoon (Jun-Sept)
9901,2006-08-01,2006,8,Asia,"Sri Lanka, Republic Of",6796,00s,Southwest Monsoon (Jun-Sept)
9902,2006-08-01,2006,8,Asia,Saudi Arabia,1842,00s,Southwest Monsoon (Jun-Sept)
9903,2006-08-01,2006,8,Asia,Kuwait,1316,00s,Southwest Monsoon (Jun-Sept)
9904,2006-08-01,2006,8,Asia,United Arab Emirates,5354,00s,Southwest Monsoon (Jun-Sept)
9905,2006-08-01,2006,8,Europe,United Kingdom,39950,00s,Southwest Monsoon (Jun-Sept)
9906,2006-08-01,2006,8,Europe,Germany,12952,00s,Southwest Monsoon (Jun-Sept)
9907,2006-08-01,2006,8,Europe,France,11062,00s,Southwest Monsoon (Jun-Sept)
9908,2006-08-01,2006,8,Europe,Italy,5698,00s,Southwest Monsoon (Jun-Sept)
9909,2006-08-01,2006,8,Europe,Netherlands,6595,00s,Southwest Monsoon (Jun-Sept)
9910,2006-08-01,2006,8,Europe,Greece,1294,00s,Southwest Monsoon (Jun-Sept)
9911,2006-08-01,2006,8,Europe,Belgium-luxembourg,1674,00s,Southwest Monsoon (Jun-Sept)
9912,2006-08-01,2006,8,Europe,Switzerland,4105,00s,Southwest Monsoon (Jun-Sept)
9913,2006-08-01,2006,8,Europe,Austria,1385,00s,Southwest Monsoon (Jun-Sept)
9914,2006-08-01,2006,8,Europe,Scandinavia,4949,00s,Southwest Monsoon (Jun-Sept)
9915,2006-08-01,2006,8,Europe,CIS & Eastern Europe,6917,00s,Southwest Monsoon (Jun-Sept)
9916,2006-08-01,2006,8,Americas,USA,33504,00s,Southwest Monsoon (Jun-Sept)
9917,2006-08-01,2006,8,Americas,Canada,6442,00s,Southwest Monsoon (Jun-Sept)
9918,2006-08-01,2006,8,Oceania,Australia,55387,00s,Southwest Monsoon (Jun-Sept)
9919,2006-08-01,2006,8,Oceania,New Zealand,12738,00s,Southwest Monsoon (Jun-Sept)
9921,2006-09-01,2006,9,Asia,Brunei,3511,00s,Southwest Monsoon (Jun-Sept)
9922,2006-09-01,2006,9,Asia,Indonesia,136514,00s,Southwest Monsoon (Jun-Sept)
9923,2006-09-01,2006,9,Asia,Malaysia,46748,00s,Southwest Monsoon (Jun-Sept)
9924,2006-09-01,2006,9,Asia,Philippines,29747,00s,Southwest Monsoon (Jun-Sept)
9925,2006-09-01,2006,9,Asia,Thailand,26498,00s,Southwest Monsoon (Jun-Sept)
9926,2006-09-01,2006,9,Asia,Vietnam,12514,00s,Southwest Monsoon (Jun-Sept)
9927,2006-09-01,2006,9,Asia,Myanmar,3568,00s,Southwest Monsoon (Jun-Sept)
9928,2006-09-01,2006,9,Asia,Japan,51284,00s,Southwest Monsoon (Jun-Sept)
9929,2006-09-01,2006,9,Asia,Hong Kong,20463,00s,Southwest Monsoon (Jun-Sept)
9930,2006-09-01,2006,9,Asia,"China, People's Republic Of",63549,00s,Southwest Monsoon (Jun-Sept)
9931,2006-09-01,2006,9,Asia,Taiwan,15350,00s,Southwest Monsoon (Jun-Sept)
9932,2006-09-01,2006,9,Asia,"Korea, Republic Of",29315,00s,Southwest Monsoon (Jun-Sept)
9933,2006-09-01,2006,9,Asia,India,49413,00s,Southwest Monsoon (Jun-Sept)
9934,2006-09-01,2006,9,Asia,Pakistan,1551,00s,Southwest Monsoon (Jun-Sept)
9935,2006-09-01,2006,9,Asia,"Sri Lanka, Republic Of",5558,00s,Southwest Monsoon (Jun-Sept)
9936,2006-09-01,2006,9,Asia,Saudi Arabia,666,00s,Southwest Monsoon (Jun-Sept)
9937,2006-09-01,2006,9,Asia,Kuwait,315,00s,Southwest Monsoon (Jun-Sept)
9938,2006-09-01,2006,9,Asia,United Arab Emirates,2012,00s,Southwest Monsoon (Jun-Sept)
9939,2006-09-01,2006,9,Europe,United Kingdom,32342,00s,Southwest Monsoon (Jun-Sept)
9940,2006-09-01,2006,9,Europe,Germany,12532,00s,Southwest Monsoon (Jun-Sept)
9941,2006-09-01,2006,9,Europe,France,6297,00s,Southwest Monsoon (Jun-Sept)
9942,2006-09-01,2006,9,Europe,Italy,2904,00s,Southwest Monsoon (Jun-Sept)
9943,2006-09-01,2006,9,Europe,Netherlands,5264,00s,Southwest Monsoon (Jun-Sept)
9944,2006-09-01,2006,9,Europe,Greece,936,00s,Southwest Monsoon (Jun-Sept)
9945,2006-09-01,2006,9,Europe,Belgium-luxembourg,1381,00s,Southwest Monsoon (Jun-Sept)
9946,2006-09-01,2006,9,Europe,Switzerland,4048,00s,Southwest Monsoon (Jun-Sept)
9947,2006-09-01,2006,9,Europe,Austria,1197,00s,Southwest Monsoon (Jun-Sept)
9948,2006-09-01,2006,9,Europe,Scandinavia,5408,00s,Southwest Monsoon (Jun-Sept)
9949,2006-09-01,2006,9,Europe,CIS & Eastern Europe,6546,00s,Southwest Monsoon (Jun-Sept)
9950,2006-09-01,2006,9,Americas,USA,29118,00s,Southwest Monsoon (Jun-Sept)
9951,2006-09-01,2006,9,Americas,Canada,4773,00s,Southwest Monsoon (Jun-Sept)
9952,2006-09-01,2006,9,Oceania,Australia,59479,00s,Southwest Monsoon (Jun-Sept)
9953,2006-09-01,2006,9,Oceania,New Zealand,12957,00s,Southwest Monsoon (Jun-Sept)
9955,2006-10-01,2006,10,Asia,Brunei,2950,00s,Inter-monsoon (Oct - Nov)
9956,2006-10-01,2006,10,Asia,Indonesia,210354,00s,Inter-monsoon (Oct - Nov)
9957,2006-10-01,2006,10,Asia,Malaysia,61457,00s,Inter-monsoon (Oct - Nov)
9958,2006-10-01,2006,10,Asia,Philippines,36293,00s,Inter-monsoon (Oct - Nov)
9959,2006-10-01,2006,10,Asia,Thailand,35860,00s,Inter-monsoon (Oct - Nov)
9960,2006-10-01,2006,10,Asia,Vietnam,12537,00s,Inter-monsoon (Oct - Nov)
9961,2006-10-01,2006,10,Asia,Myanmar,4008,00s,Inter-monsoon (Oct - Nov)
9962,2006-10-01,2006,10,Asia,Japan,47551,00s,Inter-monsoon (Oct - Nov)
9963,2006-10-01,2006,10,Asia,Hong Kong,21801,00s,Inter-monsoon (Oct - Nov)
9964,2006-10-01,2006,10,Asia,"China, People's Republic Of",70690,00s,Inter-monsoon (Oct - Nov)
9965,2006-10-01,2006,10,Asia,Taiwan,17087,00s,Inter-monsoon (Oct - Nov)
9966,2006-10-01,2006,10,Asia,"Korea, Republic Of",35025,00s,Inter-monsoon (Oct - Nov)
9967,2006-10-01,2006,10,Asia,India,58389,00s,Inter-monsoon (Oct - Nov)
9968,2006-10-01,2006,10,Asia,Pakistan,1290,00s,Inter-monsoon (Oct - Nov)
9969,2006-10-01,2006,10,Asia,"Sri Lanka, Republic Of",5669,00s,Inter-monsoon (Oct - Nov)
9970,2006-10-01,2006,10,Asia,Saudi Arabia,501,00s,Inter-monsoon (Oct - Nov)
9971,2006-10-01,2006,10,Asia,Kuwait,123,00s,Inter-monsoon (Oct - Nov)
9972,2006-10-01,2006,10,Asia,United Arab Emirates,2701,00s,Inter-monsoon (Oct - Nov)
9973,2006-10-01,2006,10,Europe,United Kingdom,40387,00s,Inter-monsoon (Oct - Nov)
9974,2006-10-01,2006,10,Europe,Germany,14840,00s,Inter-monsoon (Oct - Nov)
9975,2006-10-01,2006,10,Europe,France,7179,00s,Inter-monsoon (Oct - Nov)
9976,2006-10-01,2006,10,Europe,Italy,2548,00s,Inter-monsoon (Oct - Nov)
9977,2006-10-01,2006,10,Europe,Netherlands,6281,00s,Inter-monsoon (Oct - Nov)
9978,2006-10-01,2006,10,Europe,Greece,879,00s,Inter-monsoon (Oct - Nov)
9979,2006-10-01,2006,10,Europe,Belgium-luxembourg,1664,00s,Inter-monsoon (Oct - Nov)
9980,2006-10-01,2006,10,Europe,Switzerland,5304,00s,Inter-monsoon (Oct - Nov)
9981,2006-10-01,2006,10,Europe,Austria,1355,00s,Inter-monsoon (Oct - Nov)
9982,2006-10-01,2006,10,Europe,Scandinavia,7726,00s,Inter-monsoon (Oct - Nov)
9983,2006-10-01,2006,10,Europe,CIS & Eastern Europe,7441,00s,Inter-monsoon (Oct - Nov)
9984,2006-10-01,2006,10,Americas,USA,29829,00s,Inter-monsoon (Oct - Nov)
9985,2006-10-01,2006,10,Americas,Canada,5996,00s,Inter-monsoon (Oct - Nov)
9986,2006-10-01,2006,10,Oceania,Australia,61388,00s,Inter-monsoon (Oct - Nov)
9987,2006-10-01,2006,10,Oceania,New Zealand,10442,00s,Inter-monsoon (Oct - Nov)
9989,2006-11-01,2006,11,Asia,Brunei,3782,00s,Inter-monsoon (Oct - Nov)
9990,2006-11-01,2006,11,Asia,Indonesia,137000,00s,Inter-monsoon (Oct - Nov)
9991,2006-11-01,2006,11,Asia,Malaysia,56430,00s,Inter-monsoon (Oct - Nov)
9992,2006-11-01,2006,11,Asia,Philippines,35712,00s,Inter-monsoon (Oct - Nov)
9993,2006-11-01,2006,11,Asia,Thailand,26894,00s,Inter-monsoon (Oct - Nov)
9994,2006-11-01,2006,11,Asia,Vietnam,12867,00s,Inter-monsoon (Oct - Nov)
9995,2006-11-01,2006,11,Asia,Myanmar,4120,00s,Inter-monsoon (Oct - Nov)
9996,2006-11-01,2006,11,Asia,Japan,52046,00s,Inter-monsoon (Oct - Nov)
9997,2006-11-01,2006,11,Asia,Hong Kong,22845,00s,Inter-monsoon (Oct - Nov)
9998,2006-11-01,2006,11,Asia,"China, People's Republic Of",88342,00s,Inter-monsoon (Oct - Nov)
9999,2006-11-01,2006,11,Asia,Taiwan,15953,00s,Inter-monsoon (Oct - Nov)
10000,2006-11-01,2006,11,Asia,"Korea, Republic Of",43791,00s,Inter-monsoon (Oct - Nov)
10001,2006-11-01,2006,11,Asia,India,51569,00s,Inter-monsoon (Oct - Nov)
10002,2006-11-01,2006,11,Asia,Pakistan,1485,00s,Inter-monsoon (Oct - Nov)
10003,2006-11-01,2006,11,Asia,"Sri Lanka, Republic Of",5958,00s,Inter-monsoon (Oct - Nov)
10004,2006-11-01,2006,11,Asia,Saudi Arabia,609,00s,Inter-monsoon (Oct - Nov)
10005,2006-11-01,2006,11,Asia,Kuwait,238,00s,Inter-monsoon (Oct - Nov)
10006,2006-11-01,2006,11,Asia,United Arab Emirates,2336,00s,Inter-monsoon (Oct - Nov)
10007,2006-11-01,2006,11,Europe,United Kingdom,45786,00s,Inter-monsoon (Oct - Nov)
10008,2006-11-01,2006,11,Europe,Germany,15425,00s,Inter-monsoon (Oct - Nov)
10009,2006-11-01,2006,11,Europe,France,7632,00s,Inter-monsoon (Oct - Nov)
10010,2006-11-01,2006,11,Europe,Italy,2876,00s,Inter-monsoon (Oct - Nov)
10011,2006-11-01,2006,11,Europe,Netherlands,6157,00s,Inter-monsoon (Oct - Nov)
10012,2006-11-01,2006,11,Europe,Greece,954,00s,Inter-monsoon (Oct - Nov)
10013,2006-11-01,2006,11,Europe,Belgium-luxembourg,1714,00s,Inter-monsoon (Oct - Nov)
10014,2006-11-01,2006,11,Europe,Switzerland,5396,00s,Inter-monsoon (Oct - Nov)
10015,2006-11-01,2006,11,Europe,Austria,1700,00s,Inter-monsoon (Oct - Nov)
10016,2006-11-01,2006,11,Europe,Scandinavia,8360,00s,Inter-monsoon (Oct - Nov)
10017,2006-11-01,2006,11,Europe,CIS & Eastern Europe,8323,00s,Inter-monsoon (Oct - Nov)
10018,2006-11-01,2006,11,Americas,USA,35155,00s,Inter-monsoon (Oct - Nov)
10019,2006-11-01,2006,11,Americas,Canada,7987,00s,Inter-monsoon (Oct - Nov)
10020,2006-11-01,2006,11,Oceania,Australia,49822,00s,Inter-monsoon (Oct - Nov)
10021,2006-11-01,2006,11,Oceania,New Zealand,7548,00s,Inter-monsoon (Oct - Nov)
10023,2006-12-01,2006,12,Asia,Brunei,6344,00s,Northeast Monsoon (Dec-Feb)
10024,2006-12-01,2006,12,Asia,Indonesia,205625,00s,Northeast Monsoon (Dec-Feb)
10025,2006-12-01,2006,12,Asia,Malaysia,72622,00s,Northeast Monsoon (Dec-Feb)
10026,2006-12-01,2006,12,Asia,Philippines,35893,00s,Northeast Monsoon (Dec-Feb)
10027,2006-12-01,2006,12,Asia,Thailand,29714,00s,Northeast Monsoon (Dec-Feb)
10028,2006-12-01,2006,12,Asia,Vietnam,13949,00s,Northeast Monsoon (Dec-Feb)
10029,2006-12-01,2006,12,Asia,Myanmar,4981,00s,Northeast Monsoon (Dec-Feb)
10030,2006-12-01,2006,12,Asia,Japan,48367,00s,Northeast Monsoon (Dec-Feb)
10031,2006-12-01,2006,12,Asia,Hong Kong,22530,00s,Northeast Monsoon (Dec-Feb)
10032,2006-12-01,2006,12,Asia,"China, People's Republic Of",81412,00s,Northeast Monsoon (Dec-Feb)
10033,2006-12-01,2006,12,Asia,Taiwan,16218,00s,Northeast Monsoon (Dec-Feb)
10034,2006-12-01,2006,12,Asia,"Korea, Republic Of",36133,00s,Northeast Monsoon (Dec-Feb)
10035,2006-12-01,2006,12,Asia,India,61570,00s,Northeast Monsoon (Dec-Feb)
10036,2006-12-01,2006,12,Asia,Pakistan,1590,00s,Northeast Monsoon (Dec-Feb)
10037,2006-12-01,2006,12,Asia,"Sri Lanka, Republic Of",8720,00s,Northeast Monsoon (Dec-Feb)
10038,2006-12-01,2006,12,Asia,Saudi Arabia,758,00s,Northeast Monsoon (Dec-Feb)
10039,2006-12-01,2006,12,Asia,Kuwait,352,00s,Northeast Monsoon (Dec-Feb)
10040,2006-12-01,2006,12,Asia,United Arab Emirates,2816,00s,Northeast Monsoon (Dec-Feb)
10041,2006-12-01,2006,12,Europe,United Kingdom,47759,00s,Northeast Monsoon (Dec-Feb)
10042,2006-12-01,2006,12,Europe,Germany,11910,00s,Northeast Monsoon (Dec-Feb)
10043,2006-12-01,2006,12,Europe,France,6966,00s,Northeast Monsoon (Dec-Feb)
10044,2006-12-01,2006,12,Europe,Italy,3069,00s,Northeast Monsoon (Dec-Feb)
10045,2006-12-01,2006,12,Europe,Netherlands,5358,00s,Northeast Monsoon (Dec-Feb)
10046,2006-12-01,2006,12,Europe,Greece,835,00s,Northeast Monsoon (Dec-Feb)
10047,2006-12-01,2006,12,Europe,Belgium-luxembourg,1430,00s,Northeast Monsoon (Dec-Feb)
10048,2006-12-01,2006,12,Europe,Switzerland,4414,00s,Northeast Monsoon (Dec-Feb)
10049,2006-12-01,2006,12,Europe,Austria,1244,00s,Northeast Monsoon (Dec-Feb)
10050,2006-12-01,2006,12,Europe,Scandinavia,8775,00s,Northeast Monsoon (Dec-Feb)
10051,2006-12-01,2006,12,Europe,CIS & Eastern Europe,9450,00s,Northeast Monsoon (Dec-Feb)
10052,2006-12-01,2006,12,Americas,USA,35546,00s,Northeast Monsoon (Dec-Feb)
10053,2006-12-01,2006,12,Americas,Canada,8915,00s,Northeast Monsoon (Dec-Feb)
10054,2006-12-01,2006,12,Oceania,Australia,63644,00s,Northeast Monsoon (Dec-Feb)
10055,2006-12-01,2006,12,Oceania,New Zealand,7888,00s,Northeast Monsoon (Dec-Feb)
10057,2007-01-01,2007,1,Asia,Brunei,3813,00s,Northeast Monsoon (Dec-Feb)
10058,2007-01-01,2007,1,Asia,Indonesia,158510,00s,Northeast Monsoon (Dec-Feb)
10059,2007-01-01,2007,1,Asia,Malaysia,45147,00s,Northeast Monsoon (Dec-Feb)
10060,2007-01-01,2007,1,Asia,Philippines,27798,00s,Northeast Monsoon (Dec-Feb)
10061,2007-01-01,2007,1,Asia,Thailand,25863,00s,Northeast Monsoon (Dec-Feb)
10062,2007-01-01,2007,1,Asia,Vietnam,12555,00s,Northeast Monsoon (Dec-Feb)
10063,2007-01-01,2007,1,Asia,Myanmar,4887,00s,Northeast Monsoon (Dec-Feb)
10064,2007-01-01,2007,1,Asia,Japan,49959,00s,Northeast Monsoon (Dec-Feb)
10065,2007-01-01,2007,1,Asia,Hong Kong,19559,00s,Northeast Monsoon (Dec-Feb)
10066,2007-01-01,2007,1,Asia,"China, People's Republic Of",76116,00s,Northeast Monsoon (Dec-Feb)
10067,2007-01-01,2007,1,Asia,Taiwan,17156,00s,Northeast Monsoon (Dec-Feb)
10068,2007-01-01,2007,1,Asia,"Korea, Republic Of",46756,00s,Northeast Monsoon (Dec-Feb)
10069,2007-01-01,2007,1,Asia,India,52339,00s,Northeast Monsoon (Dec-Feb)
10070,2007-01-01,2007,1,Asia,Pakistan,1654,00s,Northeast Monsoon (Dec-Feb)
10071,2007-01-01,2007,1,Asia,"Sri Lanka, Republic Of",5057,00s,Northeast Monsoon (Dec-Feb)
10072,2007-01-01,2007,1,Asia,Saudi Arabia,494,00s,Northeast Monsoon (Dec-Feb)
10073,2007-01-01,2007,1,Asia,Kuwait,328,00s,Northeast Monsoon (Dec-Feb)
10074,2007-01-01,2007,1,Asia,United Arab Emirates,2645,00s,Northeast Monsoon (Dec-Feb)
10075,2007-01-01,2007,1,Europe,United Kingdom,51913,00s,Northeast Monsoon (Dec-Feb)
10076,2007-01-01,2007,1,Europe,Germany,14366,00s,Northeast Monsoon (Dec-Feb)
10077,2007-01-01,2007,1,Europe,France,8494,00s,Northeast Monsoon (Dec-Feb)
10078,2007-01-01,2007,1,Europe,Italy,3986,00s,Northeast Monsoon (Dec-Feb)
10079,2007-01-01,2007,1,Europe,Netherlands,6039,00s,Northeast Monsoon (Dec-Feb)
10080,2007-01-01,2007,1,Europe,Greece,930,00s,Northeast Monsoon (Dec-Feb)
10081,2007-01-01,2007,1,Europe,Belgium-luxembourg,1504,00s,Northeast Monsoon (Dec-Feb)
10082,2007-01-01,2007,1,Europe,Switzerland,4942,00s,Northeast Monsoon (Dec-Feb)
10083,2007-01-01,2007,1,Europe,Austria,1575,00s,Northeast Monsoon (Dec-Feb)
10084,2007-01-01,2007,1,Europe,Scandinavia,10910,00s,Northeast Monsoon (Dec-Feb)
10085,2007-01-01,2007,1,Europe,CIS & Eastern Europe,13980,00s,Northeast Monsoon (Dec-Feb)
10086,2007-01-01,2007,1,Americas,USA,36947,00s,Northeast Monsoon (Dec-Feb)
10087,2007-01-01,2007,1,Americas,Canada,8510,00s,Northeast Monsoon (Dec-Feb)
10088,2007-01-01,2007,1,Oceania,Australia,68190,00s,Northeast Monsoon (Dec-Feb)
10089,2007-01-01,2007,1,Oceania,New Zealand,7778,00s,Northeast Monsoon (Dec-Feb)
10091,2007-02-01,2007,2,Asia,Brunei,3471,00s,Northeast Monsoon (Dec-Feb)
10092,2007-02-01,2007,2,Asia,Indonesia,120382,00s,Northeast Monsoon (Dec-Feb)
10093,2007-02-01,2007,2,Asia,Malaysia,48175,00s,Northeast Monsoon (Dec-Feb)
10094,2007-02-01,2007,2,Asia,Philippines,30588,00s,Northeast Monsoon (Dec-Feb)
10095,2007-02-01,2007,2,Asia,Thailand,22575,00s,Northeast Monsoon (Dec-Feb)
10096,2007-02-01,2007,2,Asia,Vietnam,11969,00s,Northeast Monsoon (Dec-Feb)
